0.05,-2.679,-0.436,4.492,-0.615,-0.615,613.37,4.954,-2.6820561128,4.622800951,1,-128.4,0.7626410549,-140.348758918
0.037,-2.674,-0.417,3.85,0,0,613.375,4.959,-2.6529051592,3.8771013052,24.2,-256.6,15.0510219846,-92.3775667777
0.024,-2.553,-0.404,2.567,0,0,613.38,4.964,-2.5560893707,3.3948521683,32.2,0,23.7542841467,-42.577919108
0.012,-2.392,-0.391,2.567,0,0,613.385,4.969,-2.4184805758,3.2097519511,27.6,256.6,27.1937678181,-0.1163885291
0.001,-2.254,-0.372,3.85,0,0,613.39,4.974,-2.2663323815,3.2752222026,37.4,-128.4,26.3613280156,26.6960972302
-0.009,-2.067,-0.356,3.208,0,0,613.395,4.979,-2.1230503994,3.4870068203,36,128.4,22.7900827531,31.5236164984
-0.019,-1.887,-0.337,3.85,0,0,613.4,4.984,-2.0061734001,3.7303001444,6.6,0,18.360700456,10.7396595037
-0.028,-1.854,-0.318,3.85,0,0,613.405,4.989,-1.92256961,3.8949351274,-0.4,-128.4,15.0184462107,-35.9711517463
-0.037,-1.856,-0.302,3.208,0,0,613.41,4.994,-1.8653402656,3.8634086814,8.2,128.4,14.438969287,-104.838360561
-0.046,-1.815,-0.282,3.85,0,0,613.415,4.999,-1.816628772,3.4922076297,13,0,17.7262755842,-187.412219024
-0.085,-0.555,-0.343,-7.7,-1.568,-1.568,613.445,5.029,-0.5086647384,-7.1318279747,115.6,0,85.8799651722,-382.549654921
-0.085,0.023,-0.382,-7.7,-1.321,-1.321,613.45,5.034,-0.0506628327,-8.9418593194,92.6,-513.4,90.9594910267,-342.882970458
-0.083,0.486,-0.433,-10.267,-1.208,-1.208,613.455,5.039,0.4249768775,-10.6089819323,99.4,-385,91.5908354802,-291.709772603
-0.078,0.983,-0.494,-12.192,-1.094,-1.094,613.46,5.044,0.8898453806,-12.1140465305,75.8,-256.6,88.215900329,-231.409173281
-0.071,1.362,-0.561,-13.475,-0.974,-0.974,613.465,5.049,1.3269261265,-13.3706402139,56.8,-256.6,81.5714651186,-165.399578436
-0.063,1.646,-0.635,-14.758,-0.872,-0.872,613.47,5.054,1.7296055835,-14.2784726763,74.2,-128.4,72.4077203754,-99.4531891426
-0.053,2.017,-0.712,-15.4,-0.726,-0.726,613.475,5.059,2.0938648934,-14.7722712339,88.8,0,61.4248910243,-41.1173947796
-0.041,2.461,-0.789,-15.4,0,0,613.48,5.064,2.4098395164,-14.8583748771,66.6,128.4,49.3904168765,2.7013742914
-0.027,2.794,-0.863,-14.758,0,0,613.485,5.069,2.6629299661,-14.6331809863,23.2,256.6,37.2420333211,28.943458508
-0.012,2.91,-0.93,-13.475,0,0,613.49,5.074,2.8441764547,-14.2594592078,9,0,26.0024521054,40.8420750021
0.003,2.955,-0.998,-13.475,0,0,613.495,5.079,2.9577128279,-13.8997623411,8.2,128.4,16.5062356802,48.2574304077
0.018,2.996,-1.062,-12.833,0,0,613.5,5.084,3.0181209411,-13.6477669402,3.6,0,9.0936061854,65.3584778724
0.033,3.014,-1.126,-12.833,0,0,613.505,5.089,3.0428884797,-13.4914984837,-6,0,3.436432299,106.073441017
0.048,2.984,-1.19,-12.833,0,0,613.51,5.094,3.0466503225,-13.3022283953,-2.6,128.2,-1.4282788709,178.495863233
0.063,2.971,-1.251,-12.192,-1.252,-1.252,613.515,5.099,3.0375580893,-12.8380137166,-1.2,-256.6,-6.8690934511,280.084907385
0.077,2.965,-1.319,-13.475,1.173,1.173,613.52,5.104,3.0145200136,-11.7772158403,-8.4,0,-14.2940725625,396.019939967
0.144,2.2,-1.412,3.208,1.583,1.583,613.545,5.129,2.0924628688,2.7913976658,-94,513.4,-89.2030398521,501.052599961
0.152,1.73,-1.383,5.775,1.452,1.452,613.55,5.134,1.6320394799,5.2134287213,-125.2,256.6,-102.867376358,404.265260071
0.158,1.104,-1.347,7.058,1.27,1.27,613.555,5.139,1.0922799559,7.0515945285,-129.6,0,-111.774320059,295.450141861
0.16,0.456,-1.312,7.058,1.031,1.031,613.56,5.144,0.5065352276,8.38220024,-121,513.4,-114.949333147,184.956513246
0.159,-0.149,-1.264,9.625,0.904,0.904,613.565,5.149,-0.0884222829,9.2567273976,-106.4,0,-112.240580558,78.9262708863
0.155,-0.681,-1.216,9.625,0.699,0.699,613.57,5.154,-0.6605143223,9.6606689443,-107.4,256.6,-104.168300884,-18.8213553999
0.149,-1.218,-1.161,10.908,0.532,0.532,613.575,5.159,-1.1851158684,9.5586302012,-88.2,-385,-91.6728817272,-105.316080134
0.14,-1.659,-1.116,8.983,0.252,0.252,613.58,5.164,-1.6438704863,8.9747409411,-70.4,-256.6,-75.8893666364,-178.368007351
0.13,-2.011,-1.078,7.7,0.003,0.003,613.585,5.169,-2.0227528222,8.0226547377,-72.4,-385,-58.0059526212,-237.112181184
0.118,-2.373,-1.049,5.775,-0.261,-0.261,613.59,5.174,-2.3106150194,6.8499721922,-44,-128.4,-39.1821165024,-281.671470426
0.105,-2.593,-1.023,5.133,-0.439,-0.439,613.595,5.179,-2.5003778988,5.5456009464,-2.2,0,-20.4677729794,-311.473225897
0.092,-2.604,-0.998,5.133,-0.525,-0.525,613.6,5.184,-2.593030439,4.1053278434,11.6,-385,-2.7052803094,-323.503276286
0.079,-2.546,-0.982,3.208,-0.654,-0.654,613.605,5.189,-2.598311888,2.4995388692,11.8,-256.6,13.5300418284,-312.468407273
0.066,-2.487,-0.972,1.925,-0.758,-0.758,613.61,5.194,-2.528722494,0.7813004447,12.4,-641.6,27.8816723449,-273.644668656
0.054,-2.425,-0.979,-1.283,-0.937,-0.937,613.615,5.199,-2.3932790538,-0.8614357542,34.6,-385,40.0674738735,-207.043959053
0.043,-2.252,-0.995,-3.208,0,0,613.62,5.204,-2.1980141988,-2.1517624285,59.2,-256.8,49.7387527465,-120.199463873
0.033,-1.956,-1.017,-4.492,0,0,613.625,5.209,-1.9511001496,-2.8474973335,58.8,128.4,56.4397690239,-27.4348922679
0.025,-1.662,-1.036,-3.85,0,0,613.63,5.214,-1.6654485444,-2.86740748,51.4,385,59.68902687,54.4066146494
0.018,-1.405,-1.046,-1.925,0,0,613.635,5.219,-1.3574354539,-2.3313000842,64.6,128.4,59.1431789199,111.624174726
0.013,-1.082,-1.052,-1.283,0,0,613.64,5.224,-1.0465422284,-1.4893664383,79.6,385,54.785784786,137.851717279
0.009,-0.684,-1.049,0.642,0,0,613.645,5.229,-0.7561089986,-0.6036782635,50.6,-128.4,47.0679390613,135.036240594
0.008,-0.431,-1.049,0,0,0,613.65,5.234,-0.5098357265,0.138645595,34.8,256.6,36.9174151786,111.364980558
0.006,-0.257,-1.043,1.283,0,0,613.655,5.239,-0.324444705,0.6484099425,18.6,0,25.5773366376,77.6220462944
0.006,-0.164,-1.036,1.283,0,0,613.66,5.244,-0.2051016359,0.9173503225,2.6,-128.2,14.3308891829,43.6332434463
0.005,-0.151,-1.033,0.642,0,0,613.665,5.249,-0.1463628246,0.9996576107,-3.8,0,4.2376147798,15.9300351511
0.004,-0.17,-1.03,0.642,0,0,613.67,5.254,-0.1367280066,0.9809977355,-1.6,0,-4.0093328754,-2.902618965
0.003,-0.178,-1.027,0.642,0,0,613.675,5.259,-0.1640615968,0.9281900773,-3.8,128.2,-10.079692173,-13.4036675992
0.002,-0.197,-1.02,1.283,0,0,613.68,5.264,-0.2185825234,0.8654093567,-17,-128.2,-13.917548831,-17.7241752445
0.001,-0.282,-1.017,0.642,0,0,613.685,5.269,-0.2919042677,0.7954984191,-19.4,0,-15.6564193964,-18.3055993813
-0.001,-0.379,-1.014,0.642,0,0,613.69,5.274,-0.3747945682,0.7249209994,-20.4,0,-15.5834266206,-17.1503957434
-0.003,-0.481,-1.011,0.642,0,0,613.695,5.279,-0.4570068852,0.6613903414,-17.4,0,-14.1319583444,-15.5599272586
-0.006,-0.568,-1.007,0.642,0,0,613.7,5.284,-0.529393767,0.6044395858,-9.8,0,-11.8529610855,-14.0891487855
-0.009,-0.617,-1.004,0.642,0,0,613.705,5.289,-0.5865499161,0.5496018815,-2.6,-128.4,-9.3388854812,-12.6184304064
-0.013,-0.63,-1.004,0,0,0,613.71,5.294,-0.6281465196,0.4917717431,-4,256.6,-7.1204048768,-10.576551694
-0.016,-0.65,-0.998,1.283,0,0,613.715,5.299,-0.6578745205,0.4211624213,-4.2,-256.6,-5.5817429843,-7.4053411342
-0.019,-0.671,-0.998,0,0,0,613.72,5.304,-0.680875507,0.3343350165,-5,0,-4.9261225727,-3.30405705
-0.023,-0.696,-0.998,0,0,0,613.725,5.309,-0.7016828729,0.2469326398,-5.6,128.4,-5.1843492877,-0.0663338794
-0.026,-0.724,-0.995,0.642,0,0,613.73,5.314,-0.7235904017,0.1793298072,-5.2,-256.8,-6.2306729796,-1.5828431999
-0.03,-0.75,-0.998,-0.642,0,0,613.735,5.319,-0.749013062,0.1419770367,-4.6,128.4,-7.7719676918,-13.5360789745
-0.034,-0.773,-0.998,0,0,0,613.74,5.324,-0.7799958161,0.1251832017,-5.2,-128.4,-9.3050928963,-41.9590978564
-0.038,-0.799,-1.001,-0.642,0,0,613.745,5.329,-0.818079999,0.0711747381,-5.8,128.4,-10.0744121077,-90.7012640447
-0.042,-0.828,-1.001,0,0,0,613.75,5.334,-0.8631453253,-0.1461543839,-6,-128.4,-9.0871956816,-158.519251514
-0.046,-0.858,-1.004,-0.642,0,0,613.755,5.339,-0.9113333694,-0.7076738195,-6.6,128.4,-5.2446373917,-237.227181041
-0.071,-0.358,-1.203,-12.192,-1.594,-1.594,613.785,5.369,-0.2367475466,-11.7154532847,108.4,0,81.2730637859,-264.837821049
-0.069,0.184,-1.264,-12.192,-1.41,-1.41,613.79,5.374,0.1991609363,-12.9624994586,88,-855.5,92.2843196849,-193.554669984
-0.066,0.712,-1.351,-17.325,-1.447,-1.447,613.796,5.38,0.6921718847,-13.7679177484,139.25,1764.5,96.800252196,-127.858573637
-0.06,1.269,-1.402,-10.267,-0.97,-0.97,613.8,5.384,1.1986936064,-14.2440564852,100,-898.2,93.9103586372,-73.8963421038
-0.051,1.769,-1.476,-14.758,-0.907,-0.907,613.805,5.389,1.6785753151,-14.5372532661,67,-128.4,84.4071567868,-33.7052381806
-0.04,2.104,-1.553,-15.4,0,0,613.81,5.394,2.1011460471,-14.6955737032,83,0,70.4271900175,-7.0513645911
-0.027,2.519,-1.63,-15.4,0,0,613.815,5.399,2.4460773068,-14.6835745022,59,128.4,54.4394238555,7.9272208141
-0.013,2.814,-1.704,-14.758,0,0,613.82,5.404,2.7025397842,-14.513104185,23,256.6,38.6494391374,15.4995830864
0.001,2.929,-1.771,-13.475,0,0,613.825,5.409,2.8713278197,-14.2797355136,-2,0,24.7069372273,23.6722292163
0.016,2.919,-1.838,-13.475,0,0,613.83,5.414,2.9660195012,-14.0924506596,8.8,128.4,13.4627875907,44.170199664
0.031,2.963,-1.903,-12.833,0,0,613.835,5.419,3.0072422569,-13.9849525133,3.6,-128.4,4.85710902,89.589245279
0.046,2.981,-1.97,-13.475,0,0,613.84,5.424,3.0139528984,-13.8608477639,-11.2,128.4,-1.9997116467,168.046724816
0.075,2.901,-2.105,-14.117,0.808,0.808,613.85,5.434,2.9641902476,-12.5297566761,-11.6,0,-16.436892905,401.764495019
0.089,2.843,-2.175,-14.117,1.322,1.322,613.855,5.439,2.9045033179,-10.6982376291,-11.25,1283.5,-27.0040780186,515.22084955
0.103,2.798,-2.22,-8.983,1.429,1.429,613.859,5.443,2.8019029495,-7.9333577092,-19.8333333333,748.5,-41.0669962036,592.051762832
0.116,2.679,-2.243,-4.492,1.409,1.409,613.865,5.449,2.6315505804,-4.5159401678,-38.6,1026.8,-58.4909719721,615.890215452
0.129,2.486,-2.239,0.642,1.415,1.415,613.87,5.454,2.3683273264,-0.9483170359,-69.6,641.6,-77.8838862622,581.369327502
0.139,2.138,-2.22,3.85,1.35,1.35,613.875,5.459,1.9962539129,2.2723647406,-94.4,256.6,-96.717557257,493.583407647
0.148,1.666,-2.194,5.133,1.178,1.178,613.88,5.464,1.5172692716,4.8185169999,-141.4,256.8,-111.795650363,366.403788915
0.152,0.959,-2.162,6.417,0.96,0.96,613.885,5.469,0.9552391136,6.5517396652,-167.25,481.25,-120.013422566,217.819740653
0.153,0.29,-2.121,8.342,0.779,0.779,613.889,5.473,0.3510930013,7.4466949508,-118.6,-128.4,-119.615050386,65.6417286269
0.152,-0.303,-2.082,7.7,0.513,0.513,613.894,5.478,-0.2491017737,7.5423111316,-105.4,-128.4,-110.955963183,-75.2017110931
0.147,-0.83,-2.047,7.058,0.243,0.243,613.899,5.483,-0.8042282277,6.9431966448,-102.4,-256.6,-95.8084843313,-195.194234722
0.14,-1.342,-2.018,5.775,-0.044,-0.044,613.904,5.488,-1.281281229,5.807672386,-80.4,-513.4,-76.2810506475,-291.336455148
0.132,-1.744,-2.002,3.208,-0.354,-0.354,613.909,5.493,-1.6557534896,4.3050614209,-49.4,-256.6,-54.3705856922,-365.510972552
0.121,-1.991,-1.992,1.925,-0.573,-0.573,613.914,5.498,-1.9137432316,2.5534633271,-12.8,-128.4,-31.7982852247,-421.168356275
0.111,-2.055,-1.986,1.283,-0.7,-0.7,613.919,5.503,-2.0537030366,0.5772832557,-6.8,-385,-9.8219921204,-460.1830775
0.1,-2.089,-1.989,-0.642,-0.846,-0.846,613.924,5.508,-2.0839767381,-1.6477033959,20.2,-641.6,10.8892317442,-481.523594064
0.091,-1.988,-2.008,-3.85,-1.021,-1.021,613.929,5.513,-2.0173199224,-4.0912476141,36,-641.6,30.228587751,-482.410026708
0.081,-1.808,-2.044,-7.058,-1.178,-1.178,613.934,5.518,-1.8657917174,-6.6254528751,35.8,-385,48.4364158877,-460.981610528
0.073,-1.629,-2.089,-8.983,-1.256,-1.256,613.939,5.523,-1.6370625641,-9.0718805315,50.8333333333,-427.833333333,65.6221315126,-417.828929231
0.066,-1.324,-2.146,-11.55,-1.305,-1.305,613.945,5.529,-1.3332247253,-11.2583415648,79,-641.75,81.2316438007,-355.250910227
0.061,-1.008,-2.217,-14.117,-1.336,-1.336,613.949,5.533,-0.953128322,-13.0482134926,80.6,0,94.1704734418,-277.47354982
0.058,-0.605,-2.288,-14.117,-1.227,-1.227,613.954,5.538,-0.4976458533,-14.370065181,105.6,-256.6,103.439806716,-192.00876237
0.058,-0.077,-2.365,-15.4,-1.121,-1.121,613.959,5.543,0.0232780583,-15.2266017975,132.2,0,108.362300557,-107.847768371
0.061,0.584,-2.442,-15.4,-0.929,-0.929,613.964,5.548,0.5856866777,-15.6593449218,130.6,-128.4,108.568358866,-31.8585290628
0.067,1.237,-2.522,-16.042,-0.735,-0.735,613.969,5.553,1.1543654295,-15.7141339609,81,0,104.033034112,32.6509598294
0.076,1.723,-2.602,-16.042,-0.543,-0.543,613.975,5.559,1.6923454886,-15.4456388104,124.25,481.25,94.898509077,85.9459236207
0.087,2.22,-2.673,-14.117,-0.25,-0.25,613.979,5.563,2.1689271452,-14.938259191,93.4,128.4,81.6709770695,132.083083654
0.101,2.687,-2.74,-13.475,0.002,0.002,613.984,5.568,2.5627873064,-14.2823896054,49,0,65.7062568676,178.326033707
0.115,2.932,-2.807,-13.475,0.16,0.16,613.989,5.573,2.8645949573,-13.5073890147,22.8,256.6,48.7821563601,232.333396891
0.13,3.046,-2.868,-12.192,0.341,0.341,613.994,5.578,3.0785861544,-12.5531866614,18.2,128.4,32.1441525246,298.240816426
0.146,3.137,-2.926,-11.55,0.481,0.481,613.999,5.583,3.2172641623,-11.2990908917,20,256.6,16.15508568,373.847049452
0.162,3.237,-2.977,-10.267,0.64,0.64,614.004,5.588,3.2911605709,-9.608340636,8.6,385,0.5139019943,450.019699651
0.179,3.28,-3.019,-8.342,0.817,0.817,614.009,5.593,3.3020772315,-7.3845267509,-2.2,385,-15.3209672852,512.81948329
0.195,3.269,-3.051,-6.417,0.987,0.987,614.014,5.598,3.2435518866,-4.6448854234,-32.8,1026.8,-31.6833964126,548.126816412
0.211,3.105,-3.058,-1.283,1.262,1.262,614.019,5.603,3.1054660324,-1.5785549327,-33.6,770,-48.3917730838,547.165795546
0.225,2.937,-3.045,2.567,1.476,1.476,614.024,5.608,2.8784468977,1.4820597781,-51.8,641.6,-64.673192981,510.291573556
0.25,2.219,-2.981,7.058,1.583,1.583,614.034,5.618,2.1496464559,6.3842250538,-112.6,256.8,-91.1141352814,371.223762769
0.258,1.656,-2.939,8.342,1.499,1.499,614.039,5.623,1.6728796674,8.0307984599,-109.8,0,-99.0872834057,296.764625696
0.263,1.107,-2.897,8.342,1.344,1.344,614.044,5.628,1.1562462483,9.268906247,-106.8,385,-102.924708262,231.467921501
0.265,0.573,-2.846,10.267,1.257,1.257,614.049,5.633,0.6288485096,10.2543899148,-103,0,-102.912065766,176.408850727
0.265,0.058,-2.794,10.267,1.107,1.107,614.054,5.638,0.1134085076,11.0938356719,-92.6,256.6,-99.729940138,127.516956021
0.263,-0.405,-2.737,11.55,1.005,1.005,614.059,5.643,-0.3762607177,11.8169797392,-84.8,128.4,-94.1237447311,79.1950769408
0.259,-0.829,-2.676,12.192,0.892,0.892,614.064,5.648,-0.8343123025,12.3745586703,-76,256.6,-86.6245073937,28.0007132823
0.253,-1.209,-2.608,13.475,0.803,0.803,614.069,5.653,-1.2591185618,12.6636374825,-77.4,0,-77.4461064103,-25.2242777607
0.244,-1.596,-2.541,13.475,0.655,0.655,614.074,5.658,-1.6477838155,12.5939470331,-76.6,-256.6,-66.5962732214,-75.6380713043
0.234,-1.979,-2.48,12.192,0.436,0.436,614.079,5.663,-1.9916941166,12.1580206683,-69.8,-128.4,-54.1287507893,-116.759397841
0.222,-2.328,-2.422,11.55,0.247,0.247,614.084,5.668,-2.2764871318,11.4441435489,-50.2,-256.6,-40.3839214809,-143.503035225
0.209,-2.579,-2.371,10.267,0.051,0.051,614.089,5.673,-2.4874018611,10.5922896043,-20.6,-256.8,-26.0701148897,-154.295149569
0.196,-2.682,-2.326,8.983,-0.12,-0.12,614.094,5.678,-2.6167895457,9.7379301615,4,0,-12.1370554595,-151.418407836
0.182,-2.662,-2.281,8.983,-0.19,-0.19,614.099,5.683,-2.6681210416,8.9664095467,4.8,-128.2,0.4774704614,-139.806708326
0.169,-2.638,-2.239,8.342,-0.261,-0.261,614.104,5.688,-2.6534408943,8.300467279,15.2,-128.4,11.0827433365,-125.210449585
0.156,-2.562,-2.201,7.7,-0.319,-0.319,614.109,5.693,-2.5873416325,7.728207379,15.8,-128.4,19.3508420558,-112.62722458
0.143,-2.483,-2.166,7.058,-0.376,-0.376,614.114,5.698,-2.4827105479,7.229665917,26,-128.2,25.3111095802,-105.339308044
0.131,-2.353,-2.134,6.417,-0.419,-0.419,614.119,5.703,-2.3500296386,6.7734035448,32.8,128.2,29.2868399866,-104.456430369
0.12,-2.189,-2.098,7.058,-0.391,-0.391,614.124,5.708,-2.1985246364,6.3081742514,37,-256.6,31.8288010485,-108.895870167
0.11,-2.004,-2.069,5.775,-0.429,-0.429,614.129,5.713,-2.0365628041,5.7842562385,32.8,-128.4,33.6486419519,-115.904279523
0.101,-1.84,-2.044,5.133,-0.455,-0.455,614.134,5.718,-1.8702215409,5.1832954225,35.2,0,35.5184002874,-122.095684429
0.093,-1.664,-2.018,5.133,-0.437,-0.437,614.139,5.723,-1.7012466374,4.5203614101,32.6,-385,38.110447696,-124.665399873
0.085,-1.501,-2.002,3.208,-0.497,-0.497,614.144,5.728,-1.5258672612,3.8354248766,27.8,0,41.794905214,-122.30413823
0.078,-1.362,-1.986,3.208,-0.489,-0.489,614.149,5.733,-1.3353004152,3.1794267652,27.5,-106.833333333,46.3783414037,-115.250714986
0.072,-1.197,-1.973,2.567,-0.486,-0.486,614.155,5.739,-1.1191606525,2.5891293802,62.25,-160.5,50.9270398337,-104.508705362
0.068,-0.948,-1.963,1.925,-0.467,-0.467,614.159,5.743,-0.8716455335,2.0793549437,63.6,0,54.1145300301,-91.4394001952
0.065,-0.63,-1.954,1.925,-0.401,-0.401,614.164,5.748,-0.5968448036,1.6538670513,65.8,-256.6,54.9111163078,-77.900330345
0.063,-0.301,-1.951,0.642,-0.372,-0.372,614.169,5.753,-0.3091099183,1.3100805018,60.8,128.2,52.8701010273,-65.6456871013
0.063,0.003,-1.944,1.283,-0.258,-0.258,614.174,5.758,-0.0285677804,1.0294548266,52.8,0,48.0542661799,-55.3149288072
0.065,0.267,-1.938,1.283,-0.161,-0.161,614.179,5.763,0.224746204,0.7760933903,44.8,-128.2,40.9988088123,-46.2626049756
0.067,0.491,-1.935,0.642,-0.103,-0.103,614.184,5.768,0.435403148,0.5281602914,32,-128.4,32.6305681549,-37.2408665315
0.07,0.651,-1.935,0,-0.06,-0.06,614.189,5.773,0.5953959791,0.3032709665,15.4,0,24.0534613785,-27.3220437434
0.074,0.728,-1.935,0,-0.004,-0.004,614.194,5.778,0.7054020461,0.1370309395,6,0,16.2876998826,-16.4695435763
0.078,0.758,-1.935,0,0.043,0.043,614.199,5.783,0.773600332,0.0488364327,7.6,0,10.0559546016,-5.4492695754
0.081,0.796,-1.935,0,0.087,0.087,614.204,5.788,0.8119068618,0.0341107122,4.6,0,5.6799266234,4.6907093625
0.085,0.819,-1.935,0,0.122,0.122,614.209,5.793,0.8319679193,0.0731854138,1.6,128.4,3.0963442854,13.0998589196
0.089,0.827,-1.931,0.642,0.178,0.178,614.214,5.798,0.8431641035,0.1427086441,1.2,-128.4,1.9542653078,19.2555811904
0.093,0.833,-1.931,0,0.18,0.18,614.219,5.803,0.8521912245,0.2320426619,4.2,0,1.7423238226,22.7945527986
0.098,0.854,-1.931,0,0.2,0.2,614.224,5.808,0.8629533223,0.3460937541,2.2,128.4,1.909986644,23.3745116245
0.102,0.865,-1.928,0.642,0.253,0.253,614.229,5.813,0.8766765736,0.4820476536,2.2,0,1.9679510911,20.8390610991
0.106,0.876,-1.925,0.642,0.284,0.284,614.234,5.818,0.8922509647,0.6165797906,6.4,0,1.56473382,15.5978979214
0.11,0.908,-1.922,0.642,0.312,0.312,614.239,5.823,0.9064651651,0.7193177694,4.4,128.2,0.5365572456,8.8652974251
0.115,0.93,-1.915,1.283,0.367,0.367,614.244,5.828,0.9146403409,0.7671650621,0,-128.2,-1.078828064,2.4795376762
0.119,0.93,-1.912,0.642,0.368,0.368,614.249,5.833,0.9122284936,0.7564917931,-3.4,0,-3.0744906111,-1.6782622416
0.124,0.913,-1.909,0.642,0.385,0.385,614.254,5.838,0.8965714852,0.7091474616,-6.8,0,-5.1497594565,-2.3831313737
0.128,0.879,-1.906,0.642,0.403,0.403,614.259,5.843,0.8677592121,0.6582854075,-10,0,-7.0057892698,0.4613703194
0.132,0.829,-1.903,0.642,0.419,0.419,614.264,5.848,0.8284509583,0.6325923534,-12.4,0,-8.4265158985,5.7694951065
0.136,0.767,-1.899,0.642,0.43,0.43,614.269,5.853,0.7828361926,0.6556634036,-8.8,-128.4,-9.3149521571,11.6565466369
0.139,0.723,-1.899,0,0.414,0.414,614.274,5.858,0.7349857434,0.7413760999,-8,256.6,-9.675112082,16.1848830374
0.142,0.683,-1.893,1.283,0.478,0.478,614.279,5.863,0.6874769249,0.8744335136,-8.6,0,-9.5576230636,18.235179064
0.146,0.64,-1.886,1.283,0.501,0.501,614.284,5.868,0.6411729576,1.0107056458,-5.2,0,-9.0075591735,18.0487180138
0.149,0.614,-1.88,1.283,0.511,0.511,614.289,5.873,0.5960743145,1.1142011105,-8,0,-8.0525042609,17.0830600612
0.151,0.574,-1.874,1.283,0.518,0.518,614.294,5.878,0.5528052476,1.1856996087,-14.6,-128.2,-6.7440830894,17.3208687134
0.154,0.501,-1.87,0.642,0.491,0.491,614.299,5.883,0.5138878463,1.2515068915,-9.4,256.6,-5.2279588714,20.5476959704
0.156,0.454,-1.861,1.925,0.545,0.545,614.304,5.888,0.4831482223,1.3344051295,-4.6,-128.4,-3.7898473197,27.9393747478
0.158,0.431,-1.854,1.283,0.531,0.531,614.309,5.893,0.4630387454,1.4471365432,2,128.4,-2.8330208914,39.8726250227
